,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
DB2.161,0.09006971749485644,-0.007115342593742925,-0.03264795715647517,0.0016184623693170728,-0.010484389044945377,0.07706540800450132,0.032934479859421904,-4.692912910248108e-05,0.2594091445289958,0.022938837960092037,-0.06846862391647573,0.14561553007823097,0.029650276747012847,-0.09478543422362593,0.09032787774335553
DB2.119,-0.01188044232253457,0.01376219674131502,0.022104084239740085,-0.004417281477053273,-0.2936812240595632,-0.01700212784477936,0.029129989473884454,0.005287026916537792,0.03525861134855044,-0.03649725905388712,0.0340803731059149,-0.024784316833645226,-0.00683213376588673,0.02311693315008125,-0.02109386555627877
DB2.103,0.05818812972026687,0.059173116538290736,0.0565158282380769,-0.17669537520918394,0.0020396695256934046,0.0034820925101178026,0.08226519255924976,-0.02192216724599358,-0.002734986278959864,-0.025281882432214433,-0.015882360543859487,-0.08848367098733517,-0.09169434011472902,0.02847841083091208,-0.05072531330661115
DB2.101,0.12461259836774999,-0.03836205172155592,0.08716755120055177,0.033316156917679085,-0.06919974127524,-0.09341618800337236,-0.024592751904881506,0.023674868366911538,-0.014551763362100508,-0.10479071969200593,0.03535677523298549,0.009466881572411318,0.04333895341583633,0.0859081123088928,-0.0371924327137125
DB2.172,0.12393878011994179,0.05728576903416493,-0.05011880778748422,-0.01175401049020973,-0.006818695334715788,0.0752135696052504,-0.022574486774705013,0.06633038983697569,-0.004929477660504063,0.02183918888519302,-0.07322154215734143,-0.012574879213053386,0.1714953560600743,0.05398758598867354,-0.05858400809129179
DB2.139,0.023814434363882555,-0.03739449412088829,0.010826582467931374,0.09042954204470738,0.006857050022828735,0.009239954602458529,-0.02219149151202943,-0.22568592570109441,0.13877935117798357,-0.02017776547490928,0.05769021513322842,0.037635592243318756,-0.014701783842272881,-0.0024038361106808854,0.00721074999000168
DB2.099,-0.06533228623197293,0.0024162527715869226,-0.018984902043788138,0.028374276308094273,0.06292888200903535,-0.0999866813657424,0.03892028953101886,-0.029560825948060837,-0.0023780267917316716,0.02654957717275868,0.05038541024910587,0.10170460350507729,-0.0030507182079239116,0.010558284875196645,-0.08304428120919213
DB2.152,0.07229697749269123,-0.03381046135659035,0.05385851340900157,-0.19524852328526604,0.011208090236118433,-0.015095793514271042,0.05830815091108736,-0.1540853581047188,-0.02013169993605676,-0.016028761185839614,-0.07199806363413622,-0.06944510580871653,0.03158358633041853,-0.09910880205344766,0.04197961190129357
DB2.082,-0.07696560098037103,0.007061212916793632,0.02026650539821162,-0.009673617666893869,-0.019778462546751172,0.04362257500311117,-0.0012509169189760883,0.029566126191218,0.037879489800114775,0.013151726609618174,0.008197565380319925,0.0066257756637823125,-0.03928846389797663,0.04314530534230782,-0.06706042709118236
DB2.115,0.07318907795642486,0.0565296242224489,0.04107006704700821,-0.07018032517966781,0.04082589120081758,0.05649162355141969,0.09937783358073557,-0.027569100092947746,0.07696804316138767,-0.014407673713076899,-0.021512997610053566,-0.1179982689023494,-0.037676034029953294,0.010911732768183014,-0.0554939496758767
DB2.079,0.04890228212981783,0.012840156929543971,0.008476805242419313,-0.05764885674222337,0.0717794882777453,0.05673971658686438,0.03435194577346299,0.04952967471146498,0.08976580667014397,-0.0007540413264809556,-0.09723094594657303,0.0503214511800868,-0.02934107652968859,-0.011597704087165078,0.055044666715661356
DB2.151,0.048342745797689685,0.06193452606716961,0.023795316464382633,-0.07493689262328701,0.08429856613974901,-0.034383516793494225,0.06046285881697197,-0.08100061504437596,-0.015160728495994345,-0.010700069922321465,0.0012334753449924616,-0.126348753778307,-0.04339952826397566,0.08792733759133461,-0.07780782041421469
DB2.165,-0.02355143719461339,0.04691890330005481,0.03599686544267174,-0.03177136061057628,-0.1223990035746274,0.12025647354221776,-0.09098388934155173,-0.014389327766170665,-0.0350347909264604,0.13122968201858518,0.029185630332827728,-0.00016310412718348538,-0.039864403212720986,0.048457583541389564,-0.023236779611092294
DB2.136,0.022128397316043102,0.010664446832021966,0.026066788007974698,-0.14320397605827884,0.0183913015463086,-0.12342204046540622,-0.05147464868978753,-0.0626117848947093,0.23028181720087704,-0.04904200752653031,-0.06280009691389724,0.00840466420695615,-0.010062310958760845,0.07502812265209101,0.028516734360417656
DB2.070,-0.06807649471269216,0.0013980358346201325,0.011363451495973838,-0.0005718031817070466,-0.010941486810458735,0.022805579939402167,-0.022813079800319734,0.001902269600059597,0.06940736436863672,-0.04005385823637851,-0.04196158845846195,-0.016946962134027414,-0.013808216598129346,0.0493372040000916,-0.02113021057109632
DB2.102,-0.04451796903617353,-0.01509111219839632,0.04354774212750358,0.016281071977808318,0.0043234710135572315,-0.025870013735077486,-0.13485450361331427,-0.16937372093794578,0.06878998232634918,-0.047887553371565854,0.04373377432617867,0.12644155523541142,-0.0060328983133931995,-0.05612717119918849,0.007986887926374453
DB2.069,0.12733041250406305,0.04542105042691142,-0.01492342090223659,-0.20645703645164704,-0.0535056732464398,-0.06473405750991588,0.15510065429270828,-0.00480669293897003,0.05287017848586473,0.11833706507557852,-0.03599589481397092,0.02151741551494846,0.05694548236117558,-0.0609396244321427,0.06909036154846082
DB2.244,0.054779362438881006,-0.03629826739410942,-0.0707312050973402,-0.06961919905925973,-0.005081949250088285,-0.12398182238791129,0.017794856477624434,0.025712578860333055,0.1520251085091028,0.0003320171832674,-0.017877801896851373,-0.19226825063290293,0.1182179429390143,-0.05709680644947879,-0.09941016237397139
DB2.169,-0.045656988171839316,0.0018788111838338017,0.03378951880358869,0.011364459664395777,-0.03863351155505079,0.08759280836279346,-0.010057519694980532,0.026477304324045655,0.10740603395610654,-0.01563939440510919,-2.4597252144983706e-06,-0.05163032229691917,0.04047492741135137,0.06891066210389946,0.004725137799885088
DB2.147,-0.058121341384761195,-0.043916756055721644,0.04251658774029905,0.02639130413087195,0.012437288219837367,-0.0681945065511428,0.0326500360321986,-0.032491982597452194,-0.013247915734460096,-0.08243368339231386,0.025780734452487936,-0.02312974634032235,0.10426734736906691,0.05538387336990501,0.0713787521402692
DB2.091,-0.007745868635775103,0.027935585710400005,0.012937810610568836,-0.11544179279165406,-0.010639194494778402,-0.0594624459612887,0.003123658820738253,0.003264839253126557,-0.011440382885224072,-0.026057026182675136,-0.018140923266845833,-0.0726870244480436,0.046981050816146175,0.11629020125305618,0.005881714058417031
DB2.088,0.09409944459756167,0.01605175338487256,-0.12802200647810108,-0.02379949052654322,0.049307513141227985,0.07229484798650067,-0.014299241918269132,-0.15260254885283953,-0.11075972440126043,-0.003702542549422072,-0.049709294112400805,-0.037146864942873996,-0.00519328601097536,-0.03997406265545739,0.01356183648300982
DB2.155,0.03813829947818398,0.022890462575231627,-0.007797925466085444,-0.019259021224382628,0.03843892797325398,-0.028874353492091075,-0.013707963015696968,-0.0025571742677028587,-0.05472009324532706,-0.06028423064391713,0.002067125553925771,-0.07640220066117262,0.007295730923875014,0.13882750870729807,-0.03670913487829204
DB2.104,0.04245396529140715,0.02540478233156979,0.07524878108703074,0.010121737781373553,0.019573810598744343,0.03376818562003327,-0.1948925626564672,-0.06917766356261018,0.10329545450333943,-0.1225055896933732,-0.018683128591647644,0.01993064329717353,0.0759535019621143,-0.045712312984601,-0.048316921618079746
DB2.162,0.07497518975585954,-0.4339412996711568,-0.001476324991931275,-0.019722086077113277,0.06210780480006052,0.018845912400519162,0.020312321385284146,-0.021619112081687333,0.05897809919290025,0.04637314156609278,0.06406432975401734,0.0013691399664061547,0.007071378742394745,0.039993039890544986,0.013848038113470976
DB2.090,-0.036109230381513764,0.023749234357267193,-0.05014009053286592,0.011686432630749253,-0.04483054065699962,0.008516481462924422,0.024111659278094513,0.05863260022914362,0.03350376669861716,-0.0048864393252899384,0.2755394207678403,-0.0030083590072378656,-0.04999279615277051,0.09310676567251566,0.03130761897806532
DB2.117,0.0003161076646214633,-0.010256150443210568,-0.008852323248869856,0.01932716222729344,0.05796995306689495,0.10898439234926484,-0.10307025963161061,-0.011670187447866515,0.183620411073654,-0.026221091900749706,-0.019692047343386455,0.019211183503012264,0.009560005364926709,0.10327637941179756,-0.03570884542767739
DB2.132,-0.05391734153651153,0.04039430978551702,0.026479249204438938,-0.04076755456663259,0.07374099371184707,-0.03647248753181394,-0.1059544350446173,0.07153482224896221,0.014845705947302373,-0.0033285144058153907,-0.03978201212438472,-0.054262945293732316,-0.00717971185432055,-0.08725042719209884,0.04728861677339052
DB2.146,-0.0711347955206979,-0.026574265409559625,0.013276440191856967,0.039336501569339904,0.01982171151250084,-0.08959525359334024,-0.033876719969546026,-0.0038471071245072506,0.10377636795684572,0.015640356062603358,0.1077122842788358,-0.011948509771837207,0.05178201164360516,-0.10290063899941347,0.12690039561975214
DB2.092,-0.015908212193937312,-0.019123071675517075,0.07550480577398751,0.06598809044850533,-0.022668203549056472,-0.03174072748479701,0.00885801805119929,-0.03541109614190665,0.04305741162282067,-0.12316290424271359,0.021933852855615325,-0.04097552017117383,0.06730150396279617,0.03392301018341262,0.04159427950613661
DB2.149,-0.041314483549464806,0.05241566268978103,0.03982254417429844,0.047926534274079315,0.08164555123287244,-0.05832001757069824,0.03528916910990741,-0.053922979362407066,0.0612588134539187,0.09353487439714589,-0.0005310921314690941,0.01807964893052552,-0.02106229733655193,-0.07940239860970039,-0.07164530440944113
DB2.123,-0.0042768970571858906,0.018887737564519558,0.02964192729903931,0.06165265779748361,-0.027256076565459454,0.07404835551737261,-0.04422909598203512,-0.06634063302039862,-0.03635879526857681,0.29911819632303155,-0.047923168244137726,0.03821497781593776,0.008687052891129398,0.021877233070347654,-0.031349264817204264
DB2.153,0.050532047409622194,-0.03160537623223442,-0.052905020344271726,0.00036343343069580094,0.07465342358161568,0.03267623550747719,-0.23415717095902383,-0.007442271460175334,0.1729698165095393,0.03473843332802167,0.020762037533103603,-0.016265223836914998,-0.021360165546331526,0.1124506483479068,-0.1032474499361179
DB2.166,-0.07111215065962473,0.01260995294513718,0.05768127755322194,-0.006588942545700037,0.023090084187923788,-0.033781910866509716,0.03032239094977662,-0.025132463251530866,-0.025728507758416768,-0.025221212811071644,-0.011273315037044174,0.07228436520185887,-0.027617850892471308,-0.05564103636592598,0.12827185890632675
DB2.105,0.08518786586545896,-0.30554014877790786,0.05183645505475011,-0.01617249882617092,-0.030750094088008866,-0.07847086695499492,-0.06271901335890169,-0.017183204000064442,0.02199066941941321,0.028502858260844848,0.011918188525710374,-0.017261840570057526,0.0378177304923373,0.056272217083723264,-0.12650003082610906
DB2.129,-0.09386254463457319,-0.13840322006867012,0.03135921326721512,-0.002959167710828673,0.012179536678867883,0.05516991174177336,-0.02339927609151973,0.0019531263956570183,0.001811030116104911,-0.012614316595802045,0.03749983160619479,-0.0337385611144483,0.12407055572773644,0.055408425231152046,0.12844103592849732
DB2.144,-0.08217634501473067,-0.1781397282923757,-0.0394910422863879,0.04608128470356363,0.03602780010504321,-0.0828301821781136,-0.1381723022773753,-0.011425953320958889,-0.02882700153415512,-0.04180855860130107,-0.06508002198197425,0.021836267810181498,0.08564949426937829,-0.053486458270739015,0.02381207068706932
DB2.087,0.024069576847155515,-0.10018530205189864,0.07591075720432587,0.06745231850236315,-0.06633501378523311,0.0776755102758447,-0.024819311498529655,-0.011946751946379036,0.019761611065104445,-0.03957802738763405,-0.03886745314097384,-0.17722170977227777,0.054461293185718754,-0.09250239111822425,-0.03204977833417942
DB2.097,-0.03972326250892667,-0.11980779807045037,-0.12292887725933882,0.05727007331848678,-0.009111980046859525,0.029052564544741078,0.04106293636133269,0.008111676363746404,-0.025244221969664585,-0.013245891629120165,0.03484324687181082,-0.08623276173707362,0.023059373463740835,0.10528308708206907,0.16033467708151156
DB2.085,-0.06460081867807495,-0.0042434121188444545,-0.007211863304378194,0.015379366845131056,0.017982057906131492,0.05838034807746835,0.026365205819828454,0.023152983002565727,0.0705982034704872,-0.015745897448585445,-0.0440516190187985,0.00777256263105234,0.006433796843115537,0.05209372129694988,0.025786961904227655
DB2.167,-0.02316944521720639,0.008865485430685736,-0.0005555079375300879,0.03264284536074075,0.0481295799380296,-0.0889777725021829,0.09919247932700476,-0.021305595242947506,0.08449600988907388,0.05795025788787449,-0.0020153025290831996,-0.03768790080683922,0.011196973103859423,-0.005713264792712061,-0.02017547752715539
DB2.154,0.01912463747554123,-0.0240437237563998,-0.07101865039367668,0.0024641377078705646,-0.02941166829845953,-0.060755413564768726,-0.05843749355803146,0.017090572549362255,0.02542315034519977,-0.059239288357739596,0.41648572451553395,-0.004700576890486434,0.0022220460008817735,0.036430336481723384,0.017453921895073908
DB2.080,0.08773130762691536,0.0575970220681192,0.059854402326288775,-0.035822771644616974,0.02777500547532695,-0.0902955331219924,-0.18479012565292185,-0.011727308730755566,0.00862796364040262,-0.07039237763387939,0.01287624670391064,0.007340311944955018,0.03970952338528507,-0.09163447625580932,-0.0282710467771124
DB2.078,0.06361932513426992,-0.017849220916615123,0.0646686874885428,0.050491733988781165,0.044668331735969735,0.07396835761332964,0.19030839037362696,-0.018321537303439026,0.0149808197577078,0.02949486148236908,0.13194108814190592,0.011934077638643126,0.1152211185356217,0.0014456559267225797,0.008080411191924482
DB2.089,0.05157421115901886,-0.08317639669012183,-0.0018412308714306606,0.007169342899573017,-0.026157448059141723,0.06766176097729326,0.0027565006617518316,0.11092533133561107,0.01434432788901919,0.2629329485114837,-0.022621417745762665,-0.006295255419879493,0.06618394526598886,-0.048868357749692316,0.01056982540697453
DB2.116,-0.021208382451714528,-0.007306547205053439,-0.35798612435915717,-0.026578545153189827,-0.002344828780766499,-0.036184008001179435,-0.01961150744366911,-0.005434872759538582,0.048105413413346856,-0.04893376545055461,-0.018589214588530724,0.04461530585705437,0.028026137363612,-0.014945890462490462,-0.04902221143811357
DB2.242,-0.08205453980052177,-0.1282243414947353,0.08188800956444646,0.002526703836611749,0.0033286432936828524,0.061456990814060565,0.03423426953634998,-0.09416634907120539,-0.03263121425996127,0.008841255651649987,-0.0020284343145676054,-0.031617274085960816,-0.0331156105318248,-0.12830559286424015,-0.033811851129868634
DB2.245,0.04096220534174086,0.01558436625117702,-0.04867174412178948,0.06064795301063891,0.008509718414305145,0.02511836566732666,-0.06074096072558275,-0.012471265301273479,0.09842210162224281,0.0002674117085442895,0.05942001040789386,0.040293676433465216,-0.04275497219905623,0.09328766381324828,0.03311016743845313
DB2.114,0.004391437844039817,0.054879603744247586,-0.0494273032965102,0.028766929231888227,0.010839893382954711,-0.06895801948298548,-0.002490643315450706,0.00815584816225446,-0.10175555643087612,0.02189174227793836,-0.055755221921629114,0.00615245957613976,0.19526653021583892,-0.11676443502881129,0.06967328552109303
DB2.113,-0.0296494799223726,0.03968609716840735,0.025803208892217433,0.027879415273700366,-0.03033895592056814,0.0010613512663780855,-0.024515440564147943,0.0258723734035984,0.002116002527482721,-0.06699657782435964,0.2466271141334084,-0.022869795841763903,0.01680581847374261,0.018479361601728642,0.01697872599032047
DB2.145,0.008008291161251475,-0.019934612750154117,0.011932974942635325,0.035903189972367196,0.014399319287811982,-0.011244543041835458,0.049711828066981864,-0.0784718985903551,-0.030231569824979557,-0.028902599896972057,0.05643262679170154,-0.014573702762941109,0.05357996719360314,0.018893006754603533,0.045936942458136204
DB2.134,0.09398897078005555,0.012369610693535933,0.014104016398312507,-0.0817674251740423,-0.011052373321696939,0.02250517465650657,0.025106764560089815,-0.13797158078512467,0.0058989029024426945,-0.09840857764068293,-0.040785142444656954,-0.1050625874752599,-0.014408487634725192,-0.09726325020583913,0.028770762315914727
DB2.067,0.043030077626036806,-0.03846080081692549,-0.03616528960885615,0.004340930349897594,-0.029957350531677876,-0.05378155234235266,0.0051027997239674735,-0.18244775370436717,0.036152890354824635,0.018764457237562742,0.005313965436690894,0.0982009606753765,-0.10622246932927017,0.0509224934871042,-0.04109948941263834
DB2.096,0.023039278116266753,0.007699776620711094,0.038100498480251044,0.01837894584678253,-0.0010876269692012617,-0.0016120833240672616,0.040579133399237556,-0.00570147775231695,0.06966955770602058,-0.008235499469835473,0.05075258524642817,0.03236272113523088,0.004358864023361125,0.022490957797539162,-0.04131233351613847
DB2.171,-0.07938403581402459,-0.00814241248582093,0.00085302363890427,-0.18282745101751835,0.04393471046817432,-0.061264364598350385,0.00031490740040103764,0.07457198039168206,0.14850365769852655,-0.00986922198525556,-0.00555091157478516,-0.05251598210077537,-0.0470245601344832,0.03547895105750322,0.023832748559052985
DB2.131,-0.034445563931625955,0.012424067900600815,0.0073579017700895625,-0.03022417357588854,0.06115324179902987,0.062375428266560166,-0.025069229082606056,0.02458770095244382,-0.015977891208139097,0.02423320210133352,-0.00353675214777094,0.03956168459426155,0.017280162692111828,0.0820346611968019,0.02235859583067449
DB2.141,0.0036891030639295257,-0.00981257034603265,0.030649555082067233,-0.03860495335350216,-0.32961701516619246,-0.014537246835496731,-0.020187885522146044,-0.000868390584244304,-0.000658609171005932,0.029780539574255915,0.041565176683708786,-0.01662150407883938,-0.009396765837118461,0.03500481390061373,4.368065001900123e-05
DB2.071,0.021561388610967666,0.03087926604737864,0.056056712499775944,0.07370687480172446,0.0282515258331792,-0.04754513290174744,0.058878481876454454,-0.037339728370032785,0.10141932615359128,0.09731162371461913,-0.012279908596633278,0.00325775305555528,-0.09408847393599133,-0.02946120234766753,-0.006284448097259801
DB2.084,0.0818193708792392,0.027233436403954023,0.0743809035057866,-0.010765694320990659,-0.002992787612958242,-0.02785447875843557,-0.03343265256398228,-0.009318437008210913,-0.046051286581812866,-0.1187031974299614,-0.039947950569321856,-0.05474923777532407,0.03371169104440954,-0.045123906989747706,0.04272430135468238
DB2.126,-0.03805006157034132,0.03029551073690972,0.03216197703515812,0.009024129874527385,0.04358696660001878,0.06693758708688444,-0.07437319555725232,-0.02119947229011013,-0.027113495160998174,0.006859091318370123,0.009259213838686435,-0.02784215655661957,-0.021388569036608362,0.07228873288026628,-0.037958654176592097
DB2.239,-0.10503643067649332,-0.09336060507697794,0.05381005428495336,-0.016072082343293784,0.004544638215781914,0.005049439298651861,0.051379818065359205,0.028232351247525624,0.03820901284375321,-0.002031987440207237,-0.010038256728412546,0.08350623240734896,0.06087671424847682,0.00838302204791888,0.03745148955666361
DB2.168,-0.026966829433550433,0.0016520073045911332,0.012009571040157378,0.02676041280861242,0.06580698287527639,-0.11706631843450374,-0.0006643265123959583,0.022724364406147397,0.006597074602581623,0.007846194143304636,0.047923256788599426,-0.003344273608861667,0.02582951182042508,0.0045395756971771,-0.12542696184812124
DB2.130,0.07791937025410962,0.048308693329195844,0.02167197404310778,0.06954936712621594,0.05063917515884559,-0.09838924713497807,0.037914980004949854,0.020402758775334526,0.0703792440355752,0.178853217735367,-0.02498698081489129,0.052384287652153604,0.040384652450800744,-0.08352248522204404,-0.022191511945334016
DB2.124,0.01270928083845418,0.028921984777707452,-0.033504910058923726,0.010992767145441307,0.04188965445784764,-0.05338481073059825,-0.03291335506723039,0.023308530071222775,0.019479839726717522,-0.01610223375288581,-0.05373296262533749,-0.008204804600328327,0.2272094992793567,-0.10920674039262286,0.08290023199985565
DB2.138,-0.04423035805411288,0.012313221192925265,0.009029850274575944,0.04152077197239462,0.06784052621131649,-0.0528036776685837,-0.008558634721199995,0.018074797312591945,0.031642716304949754,0.037992501046543545,0.02910732396691929,-0.0316277433611089,0.012936958063265067,-0.009261338574735762,-0.14480439610759846
DB2.240,0.10821093998576761,-0.010269337001177834,0.035451016827162715,-0.24480839327074638,-0.06511152447410454,-0.029562208643136335,-0.09260471212477776,0.05383452526627914,-0.024864389015440202,0.03751306589245288,0.06978226262204727,-0.004467845201445786,0.010137597306260826,-0.05828650146293113,-0.10989306861412854
DB2.074,-0.012389556722140028,0.016228872000569577,-0.0034581100136440827,-0.04036809193827573,-0.3156489015298891,-0.009476641846028127,0.0013638748624313672,-0.013195883898675502,-0.026995889727863324,0.01651443721773601,0.018173974066155514,-0.013156250942982596,-0.0006390547102305122,0.016418779922380784,0.001703349093579054
DB2.073,0.05654050548940117,-0.02432301529939743,0.026175264210699257,-0.19580034861820642,-0.07277579534410063,0.0702590470265345,-0.06692463629857956,-0.035187398385733766,0.0035795422030318966,-0.07313102074172022,-0.04714193507360458,0.13510146419954192,-0.003835412014958345,-0.15453839996215266,0.10314957121095461
DB2.150,-0.048397891874910955,-0.010160066937459297,-0.08749280182796915,0.017492695389117373,0.055035988657450345,0.07734900559227287,-0.06848795931328747,-0.041196813068319744,0.0798178543248008,0.04614286382940175,-0.002761223899326313,0.024979141828388927,-0.03434872086540313,0.11117490008482522,0.05454516084395171
DB2.157,0.012153169142217663,0.009856107133761068,0.05946775793150619,0.00950405850282207,0.05464348496448462,0.09686356861762252,-0.22046133896504314,-0.06199409577305877,0.07508094686712327,-0.06914256867795782,-0.021658273956218953,0.03886587701432695,0.06956330402702712,-0.01715598287569617,-0.05369786697484502
DB2.109,-0.056504243503630834,-0.021953171577118583,-0.0027162623059161293,0.03807793318203925,0.044979816183607454,-0.08213283091988555,-0.12521304695313495,0.035997656798539904,-0.006163412848083119,0.025372510482935394,-0.053022433826367135,0.000546847364730935,-0.05205269060902316,-0.10313789602856893,0.07369284226303624
DB2.241,0.05806388446967233,-0.13672959252943787,0.0988774909345235,0.042202777056793976,0.054752580814384395,0.0920800779287892,-0.007267180439233275,-0.12113319823455038,-0.03012837120897842,-0.0041745649145076245,-0.019311264309932068,-0.03602444837040198,-0.0016996869602682889,-0.02241339664981509,-0.01450855515921047
DB2.110,0.04335908563110553,-0.008042038329704404,-0.007211543510086002,-0.015011830097048305,0.03776335475031194,-0.0030047177280736284,0.06832675466216298,-0.11988372311817173,0.006726884078598036,0.01759941254811951,0.22710270045800415,0.05019611603735151,0.23433566747197646,-0.08503448643344255,-0.08219221974212107
DB2.095,-0.1138887574662722,-0.09348060389571226,-0.0014981390090218194,0.01568170278529655,0.0537467261566878,-0.09682735681982571,-0.09496950733979764,0.05191445779296019,-0.010925958479202958,0.03918729792910551,-0.05532191806511301,0.0008432037223965724,0.022793487884969873,-0.061002128298866,0.06606941730661167
DB2.072,0.02261983353859461,-0.021053131376279177,-0.010600415661603992,-0.0607163504172094,-0.011358750967569163,-0.08081718511790417,-0.004916174084697072,-0.018261454015133488,-0.11828979935898809,-0.04345152726124706,0.005027422424564124,0.0668288603824682,-0.010222136999676407,0.09595539512426429,-0.05635228349177637
DB2.081,-0.06277084974551493,0.013248061180872937,0.0012163451714564267,0.004632008223689877,0.011280330451627157,0.06572925623395465,0.049621639823586416,0.038388044956635156,-0.017068201937780046,0.015632355689861214,-0.06289446115617221,0.07916825695432875,0.028494816157017225,0.0038831341547384693,-0.03627165936918987
DB2.108,-0.05263557890078751,-0.028499394652198203,0.05956709473802203,0.03265932740498765,-0.010379942422708153,-0.04527296570967658,0.03173437292456066,-0.017620355243887866,0.04549474595959797,-0.07670559810237548,0.03181458668804195,0.020229136505971114,0.08150760029737322,0.05476642235355055,0.027754142184292254
DB2.127,-0.0422740397175566,0.05764438972501884,0.04397291238382596,0.042655281755266866,-0.04675221282969327,0.09201677938858507,-0.005061478229430197,0.010167036292901553,0.09170440700635296,-0.013866565667826675,0.004427973804100895,0.04954792623822569,0.04640695529718271,0.023587911195021915,-0.08711705817823581
DB2.076,-0.018698244386799404,0.01617485975169421,-0.13202284834733907,0.06375141673042457,-0.08645812778239752,-0.11126119226960499,0.04906748656130749,0.02752790512324553,0.11073157437597594,-0.08882194820535635,0.03866504692881179,-0.17880619217056282,-0.026758443119604517,-0.07389914166927418,-0.03602340585426589
DB2.077,0.03893693188842744,-0.019555711763622148,0.02514124502219782,0.020777366915754686,-0.02338206989551902,-0.03908438983873451,0.03046602716948754,0.1318598139071099,-0.05054888881431369,-0.03457973891367368,0.02159481669793429,-0.007342103385261139,-0.0903005294557726,-0.05049653749125583,-0.042707652979515856
DB2.163,0.11190692992135991,-0.0264147803488052,-0.3151966342254541,-0.026442504677789146,0.046560341540633654,0.051150254597235836,0.03778390553618861,-0.19146037055864512,-0.046426587855318266,0.06265559979129841,0.07269359676776885,-0.007703585087541933,0.027627523850897128,0.03358439252747083,0.05555145443416069
DB2.086,0.007880646550530264,0.04545166493798567,0.028326786367860672,0.03449589527374237,0.03982645908762585,-0.08728042178548392,0.010929814983752834,-0.0458999622826161,0.0025851874296736127,-0.005493970209633892,0.04436978627494091,0.04010323196442426,-0.0006710156685207679,-0.02859674589757236,0.21089720534297113
DB2.140,0.0009374867658999009,0.022375081616723084,-0.01697086337558274,0.0011502525776760709,0.022252100074833244,0.06746052285979104,0.03176538199792545,0.05512893496965904,0.026333277709783734,0.06646426191788299,-0.019777650920050002,-0.026781844371659185,0.1805512632180174,0.09166654378557548,0.01520329136725987
